"Language"	"Short Title of Eco Tip"	"Translation"	"The Eco Tip"	"Translation"	"Themes"	"About link"
"ro"	"Keep on the move! "	"Faceţi mişcare! "	"Instead of taking the car: walk, cycle, take the bus or use the underground. You will not only keep fit but also help reduce traffic, air pollution, noise and accidents."	"În loc să vă deplasaţi cu maşina: mergeţi pe jos, mergeţi cu bicicleta, luaţi autobuzul sau metroul. Nu numai că vă veţi menţine în formă, dar veţi contribui şi la reducerea traficului, a poluării aerului, a zgomotului şi a accidentelor."	"Air"	" http://www.eco-label.com/"
"ro"	"Thirsty?"	"Vă este sete?"	"Fill a jug with tap water and store it in your fridge rather than waiting for the tap to run cold each time you want a glass of cold water. "	"Umpleţi o cană mai mare cu apă de la robinet şi puneţi-o în frigider, decât să aşteptaţi să vină apă rece pe robinet ori de câte ori doriţi un pahar de apă rece. "	"water, household consumption"
"ro"	"Why waste? "	"De ce să risipiţi? "	"Boil only as much water as you need for your cup of coffee or tea. "	"Fierbeţi doar atâta apă cât vă trebuie pentru o ceaşcă de cafea sau ceai. "	"water, household consumption"
"ro"	"Take a quick shower instead of a bath."	"Faceţi mai degrabă un duş rapid decât o baie."	"Showers require as little as a third of the water! However, this is true as long as you keep them under five minutes long. So be quick and use a shower timer to keep track of time next time you hop in!"	"Pentru duşuri este nevoie de doar o treime din apă! Totuşi, acest lucru este valabil atât timp cât acestea durează mai puţin de cinci minute. Aşa că fiţi rapizi şi folosiţi un cronometru pentru duş pentru a urmări timpul data viitoare când intraţi la duş!"	"water, household consumption"
"ro"	"Invest in low-flow showerheads to decrease your consumption of water. "	"Investiţi în para de duş cu curgere lentă pentru a diminua consumul dumneavoastră de apă. "	"They produce a finer spray and increase the flow of the water while using less of it. "	"Acestea produc o pulverizare mai fină şi cresc debitul apei, folosind în acelaşi timp mai puţină apă. "	"water, household consumption"
"ro"	"Reduce your domestic consumption of water. "	"Reduceţi-vă consumul domestic de apă. "	"By having aerators and water flow restrictors fitted on your taps, the flow of water will feel stronger, but will consist of less water and more air. Aerated taps can reduce the water flow by 30-40 %."	"Prin montarea de aeratoare şi limitatoare de debit pe robinetele dumneavoastră, debitul apei va fi mai puternic, dar va consta din mai puţină apă şi mai mult aer. Robinetele aerate pot reduce debitul apei cu 30-40 %."	"water, household consumption"
"ro"	"Drop in a hippo! "	"Puneţi un ""hippo"" în rezervorul de toaletă! "	"Decrease your toilet’s water-use by dropping a hippo or other displacement device into the cistern. If you’re planning on buying a new toilet, consider a water efficient one with a dual flush. "	"Reduceţi consumul de apă al toaletei dumneavoastră prin folosirea unui ""hippo"" sau a unui alt dispozitiv de reducere a volumului în rezervorul de apă. Dacă planificaţi să cumpăraţi o toaletă nouă, luaţi în considerare una eficientă din punct de vedere al consumului de apă cu sistem dublu de tragere a apei. "	"water, household consumption"
"ro"	"Only run the dishwasher when it's completely full. "	"Puneţi în funcţiune maşina de spălat vase doar când este complet plină. "	"In this way, you actually use less water than if you wash the dishes by hand. "	"Astfel, folosiţi chiar mai puţină apă decât dacă spălaţi vasele cu mâna. "	"water, household consumption"
"ro"	"Go for the eco-label! "	"Alegeţi eticheta ecologică! "	"When shopping for a new washing machine, look for an energy-efficient model that uses the least amount of water. To find out more, visit the Eco-Label web-site that lists energy-efficient appliances: "	"Când mergeţi să cumpăraţi o nouă maşină de spălat, căutaţi un model eficient din punct de vedere energetic, care foloseşte cantitatea cea mai mică de apă. Pentru a afla mai multe, vizitaţi site-ul web privind eticheta ecologică, unde sunt enumerate aparatele eficiente din punct de vedere energetic: "	"water, household consumption"	"http://www.eco-label.com/"
"ro"	"Don't flush"	"Nu aruncaţi în toaletă"	"cotton-balls, cotton-swabs and make-up tissues down the toilet. Instead dispose of them in the bin where they belong. "	"ghemotoace de vată, tampoane de vată şi şerveţele demachiante. Aruncaţi-le în schimb la coşul de gunoi acolo unde îşi au locul. "	"water"
"ro"	"The water hose in your garden can release as much as 18 litres of water a minute. "	"Furtunul de apă din grădina dumneavoastră poate avea un debit de până la 18 litri de apă pe minut. "	"Use a traditional watering can instead and significantly reduce the water wasted. Alternatively, you can fit the hose with a trigger gun to control the water-flow."	"Folosiţi în schimb o stropitoare tradiţională şi reduceţi semnificativ apa risipită. Ca alternativă, puteţi monta pe furtun un pistol stropitor pentru a regla debitul de apă."	"water"
"ro"	"Soak, don’t sprinkle! "	"Îmbibaţi cu apă, nu stropiţi! "	"When gardening, soak the roots of your plants twice a week instead of sprinkling water on them each day. This way much more water is absorbed instead of evaporating. "	"Când vă ocupaţi de grădinărit, îmbibaţi cu apă rădăcinile plantelor dumneavoastră de două ori pe săptămână în loc să le stropiţi în fiecare zi. Astfel, se absoarbe mult mai multă apă în loc să se evapore. "	"water"
"ro"	"Collect rainwater "	"Colectaţi apa de ploaie"	"for watering your garden instead of using precious drinking water from the tap. Also, remember to check the weather forecast before watering the garden; it may be about to rain."	"pentru a vă uda grădina, în loc să folosiţi preţioasa apă potabilă de la robinet. De asemenea, nu uitaţi să verificaţi previziunile meteo înainte de a uda grădina; ar putea să se anunţe ploi."	"water"
"ro"	"Hand-wash your car with a bucket, sponge and soap. "	"Spălaţi-vă maşina manual cu o găleată, un burete şi detergent. "	"You’ll use up only a few litres of water compared to a commercial car wash which can use from 32 to 150 litres each time. You can achieve the same result, but with far less water."	"Veţi folosi numai câţiva litri de apă faţă de o spălătorie comercială de maşini care poate folosi de la 32 până la 150 de litri de fiecare dată. Puteţi obţine acelaşi rezultat, însă cu mult mai puţină apă."	"water"
"ro"	"Mulch your plants – indoors and outdoors."	"Aşterneţi un strat protector în jurul plantelor dumneavoastră - în interior şi în exterior."	"It will keep weeds away; protect the plants by keeping the soil cool; decrease evaporation and reduce soil compaction. Be creative and use materials like: pebbles, bark chippings, gravel, cocoa shells, decorative pine cones, marbles, broken crockery, grass clippings or leaf mould. But avoid mulching too close to the stems to avoid the plant rotting in winter. "	"Va ţine buruienile la distanţă, va proteja plantele prin menţinerea solului rece, va diminua evaporarea şi va reduce compactarea solului. Fiţi creativi şi folosiţi materiale ca prundişul, scoarţa de copac zdrobită, pietriş, resturi de coji de cacao, conuri de pin decorative, biluţe, ceramică fărâmiţată, fire de iarbă sau pământ cu frunze. Dar evitaţi aşezarea stratului prea aproape de tulpină pentru ca planta să nu putrezească iarna. "	"water"
"ro"	"If you have a garden, creating a pond is a great way to boost biodiversity."	"Dacă aveţi o grădină, crearea unui bazin este un mod excelent de a stimula biodiversitatea."	"Frogs, water beetles, pond snails, and sometimes dragonflies and damselflies will use ponds. However, remember: avoid tadpole-eating goldfish! "	"Broaşte, gândaci de apă, melci de bazin şi uneori specii de libelule vor folosi bazinele. Totuşi, nu uitaţi: fără peştişori aurii care mănâncă mormoloci! "	"biodiversity"
"ro"	"Minimise your use of weed killers and insecticides. "	"Reduceţi la minimum utilizarea de erbicide şi insecticide. "	"These can kill many useful creatures and plants you didn't intend to get rid of, especially if they seep into ponds and streams. There are many wildlife-friendly alternatives."	"Acestea pot ucide multe plante şi vietăţi folositoare, pe care nu intenţionaţi să le distrugeţi, mai ales dacă se scurg în bazine şi râuri. Există numeroase alternative care nu sunt nocive pentru viaţa sălbatică."	"biodiversity"
"ro"	"Pesticides contain dangerous and harmful toxic chemicals that are damaging human health. "	"Pesticidele conţin substanţe chimice toxice periculoase şi nocive care afectează sănătatea umană. "	"Residues from garden pesticides and insecticides can linger in the home. Contact your local authorities to find out where to safely and properly dispose of them. "	"În locuinţă pot să rămână reziduuri de pesticide şi insecticide de utilizate la grădinărit. Contactaţi-vă autorităţile locale pentru a afla unde le puteţi elimina în siguranţă şi în mod corespunzător. "	"biodiversity, chemicals"
"ro"	"Kill weeds with hot boiling water or simply burn them. "	"Distrugeţi buruienile cu apă fiartă sau pur şi simplu ardeţi-le. "	"Weeds that have had boiling water poured over them turn brown within a few hours and die. There is no toxic residue and the area is immediately safe for children to play."	"Buruienile pe care s-a turnat apă fiartă devin brune în câteva ore şi mor. Nu rămân reziduuri toxice, iar zona devine imediat sigură pentru jocul copiilor."	"biodiversity"
"ro"	"Home gardens can add immensely to the biodiversity of cities and towns. "	"Grădinile private pot avea un aport imens la biodiversitatea oraşelor mari şi mici. "	"They provide cover, feeding and commuting routes for wildlife including hedgehogs, badgers, birds and butterflies. If you have a garden, increase its value by planting berry-bearing trees and flowering plants. Rowan, bird cherry and dandelion, among others, can serve as food and shelter to a wide range of invertebrates."	"Acestea asigură protecţie, hrană şi căi de trecere pentru fauna sălbatică, inclusiv pentru arici, bursuci, păsări şi fluturi. Dacă aveţi o grădină, creşteţi-i valoarea prin plantarea de arbuşti de fructe de pădure şi de plante cu flori. Scoruşul, mălinul şi păpădiile, printre altele, pot asigura hrană şi adăpost pentru o varietate mare de nevertebrate."	"biodiversity"
"ro"	"Biodiversity: Set a good example!"	"Daţi un exemplu bun! "	"Encourage others in your community to create biodiversity ‘hot spots’. How? A row of gardens could create a biodiversity corridor linking wildlife to a local park or green space."	"Încurajaţi-i pe alţii din comunitatea dumneavoastră să creeze ""focare"" de biodiversitate. Cum? Un şir de grădini ar putea crea un culoar de biodiversitate care să lege flora şi fauna sălbatică de un parc sau spaţiu verde local."	"biodiversity"
"ro"	"Keep your dog on a lead if it is likely to run off and disturb wildlife. "	"Ţineţi-vă câinele în lesă dacă este posibil să o ia la fugă şi să perturbe viaţa sălbatică. "	"In particular, be careful of nesting birds in early spring and early summer, and roosting or feeding birds in winter. If you have a dog, keep this in mind when you're taking it for a walk!"	"În special, fiţi atenţi la păsările care îşi fac cuiburi la începutul primăverii şi la începutul verii şi la păsările care se adăpostesc sau care se hrănesc iarna. Dacă aveţi un câine, nu uitaţi acest lucru când îl scoateţi la plimbare!"	"biodiversity"
"ro"	"Dispose, don’t pour! "	"Eliminaţi deşeurile, nu le aruncaţi în orificiile de scurgere! "	"Anything you pour down your drain, sink or toilet can eventually end up in our rivers or sea! Never dispose of liquids such as oils, grease, or hazardous liquids – like paint thinners or unused paint – by pouring them down the drain. Instead, collect them in one box and dispose with the rest of your waste. Keep them all in their individual packaging, to avoid possible chemical reactions. This will also make it easier for them to be identified during waste collection. If applicable, take them to your community collection point. "	"Orice aruncaţi în orificiile de scurgere, chiuvetă sau toaletă poate să ajungă în cele din urmă în râurile noastre sau în mare! Nu eliminaţi niciodată lichidele precum uleiurile, grăsimea sau lichidele periculoase, precum diluanţii sau vopseaua nefolosită – aruncându-le în orificiile de scurgere. În schimb, adunaţi-le într-o cutie şi eliminaţi-le împreună cu celelalte deşeuri. Păstraţi-le pe toate în ambalajele lor individuale pentru a evita posibilele reacţii chimice. Acest lucru va uşura, de asemenea, identificarea acestora în timpul colectării deşeurilor. Dacă este cazul, duceţi-le la punctul de colectare din comunitatea dumneavoastră. "	"biodiversity, chemicals "
"ro"	"Don't buy timber from illegal trade! "	"Nu cumpăraţi lemn provenit din comerţul ilegal! "	"Illegal trade in tropical timber contributes to forest destruction. Many hardware suppliers are now selling timber that has been certified as legal and sustainable. Next time you shop for wood-products, check for labels such as the Forest Stewardship Council (FSC). "	"Comerţul ilegal cu lemn tropical contribuie la distrugerea pădurilor. Numeroşi comercianţi vând în prezent lemn care a fost certificat drept legal şi durabil. Data viitoare când mergeţi să cumpăraţi produse din lemn, verificaţi etichetele precum certificarea Forest Stewardship Council (FSC). "	"biodiversity"
"ro"	"When travelling to exotic places, choose your souvenirs carefully. "	"Când călătoriţi în locuri exotice, alegeţi-vă suvenirurile cu atenţie. "	"Trade in items such as woodcarvings, red coral or ornaments with fur or feathers, is often regulated and permits are required to bring them home. Check the rules, as there are strict laws governing exports of wildlife and you could risk having your souvenir confiscated. "	"Comerţul cu articole precum sculpturi din lemn, corali roşii sau ornamente cu blană sau pene este deseori reglementat, iar pentru a le aduce acasă sunt necesare autorizaţii. Informaţi-vă cu privire la reguli, deoarece legile care reglementează exporturile de floră şi faună sălbatică sunt stricte şi aţi putea risca să vi se confişte suvenirul. "	"biodiversity"
"ro"	"Be creative and design a wildlife area in your garden! "	"Fiţi creativi şi proiectaţi un areal de viaţă sălbatică în grădina dumneavoastră! "	"In addition to creating a natural haven for you and your family, it will attract butterflies and also provide cover for frogs, mammals and insects. "	"Pe lângă crearea unui paradis natural pentru dumneavoastră şi familia dumneavoastră, acesta va atrage fluturi şi va oferi de asemenea adăpost pentru broaşte, mamifere şi insecte. "	"biodiversity"
"ro"	"Support your national parks! "	"Susţineţi-vă parcurile naţionale! "	"Visit nature reserves and parks to show support for their creation, preservation and even their expansion. Remember to leave these areas as you found them."	"Vizitaţi rezervaţii şi parcuri naturale pentru a oferi sprijin pentru crearea, conservarea şi chiar extinderea acestora. Nu uitaţi să lăsaţi aceste zone aşa cum le-aţi găsit."	"biodiversity"
"ro"	"Conserve water by letting your lawn grow longer. "	"Economisiţi apă lăsându-vă gazonul să crească mai mare. "	"Let the grass grow higher and thus encourage root growth. It will also allow the grass to self-seed. If you mow a path in the middle, it will show that it is indeed meant to be that way as opposed to being neglected. "	"Lăsaţi iarba să crească mai mare şi astfel încurajaţi creşterea rădăcinilor. De asemenea, acest lucru va permite ierbii să se autoînsămânţeze. Cosind o cărare în mijloc, aceasta va arăta că iarba a fost cu adevărat lăsată intenţionat aşa şi nu este o dovadă de neglijenţă. "	"biodiversity"
"ro"	"A rotting log is a mini nature reserve in its own right! "	"O buturugă aflată în putrefacţie este o mini-rezervaţie naturală cu drepturi depline! "	"By removing dead or dying trees from woodland, a section of the natural nutrient-cycle can be lost. A lack of dead wood reduces species diversity by about 20 %. Avoid removing dead wood from your property. You could be doing away with thousands of invertebrate species and fungi. "	"Îndepărtând copacii uscaţi sau în curs de uscare din păduri, o parte din ciclul natural al nutrienţilor se poate pierde. Lipsa lemnului uscat reduce diversitatea speciilor cu aproximativ 20 %. Evitaţi îndepărtarea lemnului uscat de pe proprietatea dumneavoastră. Aţi putea elimina mii de specii de nevertebrate şi ciuperci. "	"biodiversity"
"ro"	"To prevent soil erosion, plant vegetation with complementary root systems. "	"Pentru a preveni eroziunea solului, plantaţi vegetaţie cu sisteme de rădăcini complementare. "	"Some examples include lavender that have deep roots, which form a dense network that stabilises the soil. "	"Printre unele exemple se numără levănţica ale cărei rădăcini adânci formează o reţea densă ce stabilizează solul. "	"biodiversity"
"ro"	"From a distance… "	"De la distanţă… "	"Appreciate wildlife, but be sure to watch wild animals from a distance and avoid feeding them. Remember, the scent you leave when you touch a nest or a lair may scare the parents off for good. Instead of touching, try to find out more about them and maybe even discover how you can contribute to their protection. "	"Admiraţi natura sălbatică, însă aveţi grijă să priviţi animalele sălbatice de la distanţă şi nu le hrăniţi. Nu uitaţi, mirosul pe care îl lăsaţi când atingeţi un cuib sau o vizuină îi poate speria şi îndepărta pe părinţi definitiv. În loc să le atingeţi, încercaţi să aflaţi mai multe despre ele şi poate descoperiţi cum puteţi contribui la protejarea lor. "	"biodiversity"
"ro"	"Take part in the next census of birds in your country. "	"Luaţi parte la următorul recensământ al păsărilor din ţara dumneavoastră. "	"In addition to making a valuable contribution to the national bird survey, you can learn how to recognise wrens, robins and will also spend a day outdoors. "	"Pe lângă faptul că aduceţi o contribuţie valoroasă la numărătoarea naţională a păsărilor, puteţi învăţa cum să recunoaşteţi pitulici, măcălendri şi în plus veţi petrece o zi în aer liber. "	"biodiversity"
"ro"	"When on a hiking trip do not leave anything behind, especially litter. "	"Când vă aflaţi într-o drumeţie, nu lăsaţi nimic în urmă, mai ales gunoi. "	"If you come across anything that others have left behind, act responsibly and pick it up. "	"Dacă daţi peste ceva lăsat în urmă de alţii, acţionaţi în mod responsabil şi adunaţi ce aţi găsit. "	"biodiversity"
"ro"	"Where you can, choose organically farmed fish such as sea bass, salmon and trout. "	"Când este posibil, alegeţi peşte provenit din crescătorii ecologice, cum ar fi bibanul, somonul şi păstrăvul. "	"Non-organic fish uses large quantities of chemicals and antibiotics which can affect other animals in the food chain. It is also worth bearing in mind that to produce a 3 kg farmed salmon, 15 kg of fish are caught in the wild to provide its meal and oil. "	"Peştele care nu este crescut prin metode ecologice este hrănit cu cantităţi mari de substanţe chimice şi antibiotice care pot afecta alte animale din lanţul alimentar. De asemenea, merită reţinut faptul că pentru a produce un somon de 3 kg într-o crescătorie, se capturează 15 kg de peşte din sălbăticie pentru a-i asigura hrana şi uleiul. "	"biodiversity"
"ro"	"Welcome a newborn in your family by planting a tree. "	"Uraţi bun-venit unui nou-născut în familia dumneavostră prin plantarea unui copac. "	"In addition to creating a happy memory, this tree will give you shade, create a small ecosystem and produce oxygen. "	"Pe lângă faptul că produce amintiri plăcute, acest copac vă va ţine umbră, va dezvolta un mic ecosistem şi va produce oxigen. "	"biodiversity"
"ro"	"Find out about the special flora and fauna in your area."	"Descoperiţi flora şi fauna deosebită din regiunea dumneavoastră."	"Threatened and endangered species can be found in all kinds of ecosystems, big and small. Learn what kinds of species are listed as endangered in your area and commit to assisting in the preservation of their habitat. "	"Speciile pe cale de dispariţie şi cele ameninţate se găsesc în toate tipurile de ecosisteme, mari şi mici. Aflaţi ce fel de specii sunt înregistrate ca fiind pe cale de dispariţie în regiunea dumneavoastră şi dedicaţi-vă ajutorul conservării habitatului acestora. "	"biodiversity"
"ro"	"If on holidays by a tropical lagoon or coral reef, avoid touching or stepping on corals. "	"Dacă vă aflaţi în vacanţă la o lagună tropicală sau un recif de corali, feriţi-vă să atingeţi sau să călcaţi pe corali. "	"When diving, do not break off a branch of coral to take home as a souvenir. Coral reefs are precious and they are disappearing"	"Când faceţi scufundări, nu rupeţi o ramură de corali pentru a o duce acasă ca suvenir. Recifii de corali sunt preţioşi şi pe cale de dispariţie."	"biodiversity"
"ro"	"Create a small ecosystem "	"Creaţi un mic ecosistem "	"in your garden or park by piling up some logs in a secluded corner. These will provide shelter for hedgehogs, frogs and toads. If you half-bury the bottom logs in the soil, you will also encourage stag beetles as they are fond of rotten wood. A pile of stones will also provide shelter to a range of insects and spiders. "	"în grădina dumneavoastră sau în parc, îngrămădind nişte buturugi într-un colţ izolat. Acestea vor servi drept adăpost pentru arici şi specii de broaşte. Dacă îngropaţi pe jumătate în pământ buştenii de la partea inferioară a trunchiului, veţi crea un loc propice şi pentru rădaşcă, deoarece acesteia îi place mult lemnul putrezit. O grămadă de pietre va oferi de asemenea adăpost unei varietăţi de insecte şi păianjeni. "	"biodiversity"
"ro"	"Did you know? "	"Ştiaţi că? "	"Certain non-recyclable paper products (such as tissues, napkins, and egg cartons) can be added to your compost. Their fibres will aerate the compost and help the organisms that encourage decomposition. "	"Anumite produse din celuloză nereciclabile (cum ar fi şerveţelele, şervetele şi cartoanele pentru ouă) pot fi adăugate la compostul dumneavoastră. Fibrele acestora vor aera compostul şi vor ajuta organismele care favorizează descompunerea. "	"biodiversity"
"ro"	"Choose your pet carefully and think before buying an exotic animal"	"Alegeţi-vă animalul de casă cu atenţie şi gândiţi-vă bine înainte să cumpăraţi un animal exotic"	"Reptiles, birds and fish are often taken from their natural habitats. The black market for exotic pets has devastated entire populations of species, and it is still the fastest growing sector in the pet market. "	"Reptilele, păsările şi peştii sunt deseori luaţi din habitatul lor natural. Piaţa neagră a animalelor de casă exotice a devastat populaţii întregi de specii şi este în continuare sectorul cu cea mai rapidă dezvoltare de pe piaţa animalelor de casă. "	"biodiversity"
"ro"	"If you're up for an unusual holiday, why not volunteer for nature conservation? "	"Dacă doriţi o vacanţă insolită, de ce să nu vă oferiţi voluntar pentru conservarea naturii? "	"Many travel companies offer such trips. It will give you the opportunity to work with passionate people and to do something positive in support of an environmental cause. "	"Numeroase companii de turism oferă asemenea excursii. Veţi avea ocazia de a lucra cu oameni pasionaţi şi să faceţi ceva pozitiv în sprijinul unei cauze ecologice. "	"biodiversity"
"ro"	"Grow your own vegetable garden or just a few in window boxes."	"Creşteţi propria dumneavoastră grădină de legume sau doar câteva jardiniere."	"You'll enjoy tasty and fresh vegetables free of pesticides.  "	"Veţi savura legume gustoase şi proaspete fără pesticide.  "	"biodiversity"
"ro"	"Help to clean up your surroundings. "	"Ajutaţi la curăţarea împrejurimilor dumneavoastră. "	"Each year on World Environment Day, schools and environmental organisations worldwide organise clean up operations. Join one! In addition to enriching the landscape of your neighbourhood, you will learn more about the animals and plants that live nearby. "	"În fiecare an de Ziua Mondială a Mediului, şcolile şi organizaţiile de mediu din lume organizează operaţiuni de curăţenie. Alăturaţi-vă unei astfel de acţiuni! Pe lângă faptul că veţi înfrumuseţa peisajul din cartierul dumneavoastră, veţi învăţa mai multe despre animalele şi plantele care locuiesc prin zonă. "	"biodiversity"
"ro"	"Looking to add new plants to your garden?"	"Doriţi să adăugaţi plante noi în grădina dumneavoastră?"	"Be careful when buying for your garden. People are one of the main introducers of invasive species, especially flora. Many of the invasive species have been introduced for ornamental purposes. Do put an extra effort in finding out whether the plant you want is native to your environment. "	"Aveţi grijă când cumpăraţi plante pentru grădina dumneavoastră. Oamenii sunt unul din principalii factori de introducere a speciilor invazive, în special floră. Multe din speciile invazive au fost introduse în scopuri ornamentale. Depuneţi eforturi suplimentare şi aflaţi dacă planta pe care o doriţi este originară din mediul dumneavoastră. "	"biodiversity"
"ro"	"Buy locally-produced fresh produce "	"Cumpăraţi produse proaspete cultivate local"	"either directly from the farmer or at a local fruit and vegetable market. Seasonal food is good for you and the environment. Cutting the number of kilometres your food has travelled and avoiding packaging reduces pollution and waste. "	"fie direct de la fermier, fie de pe o piaţă locală de fructe şi legume. Alimentele de sezon sunt bune pentru dumneavoastră şi pentru mediu. Reducerea numărului de kilometri parcurşi de alimentele pe care le consumaţi şi evitarea ambalajelor reduc poluarea şi deşeurile. "	"household consumption"
"ro"	"Where possible, switch to organic food! "	"Când este posibil, treceţi la alimente ecologice! "	"Organic food production uses no synthetic pesticides, produces slightly less greenhouse gases and usually leaves more room for biodiversity in agricultural areas.   "	"Producţia de alimente ecologice nu foloseşte pesticide sintetice, produce emisii puţin mai scăzute de gaze cu efect de seră şi, de obicei, lasă mai mult spaţiu pentru biodiversitate în regiunile agricole.   "	"household consumption"
"ro"	"Eat meat in moderation!"	"Consumaţi carne cu moderaţie!"	"If you're a meat eater, consider reducing your meat consumption and going for quality rather than quantity. Production of meat consumes enormous amounts of energy, not only for the growth and transport of animal feed, but also for the heating, air conditioning, and lighting of the immense animal farms. Changing to a diet with less meat helps the environment, but is also good for your health. It is best to buy meat from local producers and buy organic too. "	"Dacă sunteţi mari consumatori de carne, luaţi în calcul reducerea consumului dumneavoastră de carne şi alegerea calităţii în defavoarea cantităţii. Prelucrarea cărnii consumă cantităţi enorme de energie, nu numai pentru cultivarea şi transportul furajelor, ci şi pentru încălzire, aer condiţionat şi iluminarea imenselor ferme de animale. Trecerea la o dietă bazată pe mai puţină carne ajută mediul înconjurător, dar este bună şi pentru sănătatea dumneavoastră. Cel mai bine este să cumpăraţi carne de la producători locali şi să cumpăraţi de asemenea produse ecologice. "	"household consumption"
